cutting_line_id,plate_id,seq_no
L3,P002569,661
L3,P004857,662
L3,P009840,663
L3,P007900,664
L3,P000642,665
L3,P008721,666
L3,P005823,667
L3,P002215,668
L3,P001474,669
L3,P000561,670
L3,P001972,671
L3,P007804,672
L3,P003847,673
L3,P002024,674
L3,P003869,675
L3,P002068,676
L3,P001122,677
L3,P009973,678
L3,P003332,679
L3,P003565,680
L3,P009985,681
L3,P005019,682
L3,P008393,683
L3,P004760,684
L3,P001135,685
L3,P008085,686
L3,P003211,687
L3,P000848,688
L3,P000389,689
L3,P005993,690
L3,P007113,691
L3,P009404,692
L3,P009505,693
L3,P009968,694
L3,P008798,695
L3,P005976,696
L3,P006519,697
L3,P002046,698
L3,P004271,699
L3,P000074,700
L3,P003238,701
L3,P005888,702
L3,P002870,703
L3,P003025,704
L3,P005462,705
L3,P005669,706
L3,P002086,707
L3,P009944,708
L3,P005725,709
L3,P009836,710
L3,P001294,711
L3,P005000,712
L3,P007899,713
L3,P003865,714
L3,P000002,715
L3,P002341,716
L3,P006945,717
L3,P001132,718
L3,P001191,719
L3,P004683,720
L3,P007943,721
L3,P008300,722
L3,P005463,723
L3,P005297,724
L3,P006365,725
L3,P005054,726
L3,P007010,727
L3,P005769,728
L3,P005641,729
L3,P002363,730
L3,P001716,731
L3,P005921,732
L3,P000985,733
L3,P003982,734
L3,P009230,735
L3,P003808,736
L3,P003134,737
L3,P003691,738
L3,P001282,739
L3,P008472,740
L3,P005231,741
L3,P005224,742
L3,P006615,743
L3,P005270,744
L3,P009007,745
L3,P008701,746
L3,P003949,747
L3,P007221,748
L3,P009655,749
L3,P005314,750
L3,P002495,751
L3,P008125,752
L3,P000082,753
L3,P007279,754
L3,P007397,755
L3,P004848,756
L3,P008773,757
L3,P002690,758
L3,P008243,759
L3,P005057,760
L3,P009317,761
L3,P003401,762
L3,P008992,763
L3,P008053,764
L3,P004886,765
L3,P003321,766
L3,P002420,767
L3,P005842,768
L3,P002207,769
L3,P001524,770
L3,P009153,771
L3,P006417,772
L3,P002063,773
L3,P004454,774
L3,P006275,775
L3,P000974,776
L3,P006091,777
L3,P006955,778
L3,P007364,779
L3,P002413,780
L3,P008907,781
L3,P001618,782
L3,P008396,783
L3,P004461,784
L3,P001583,785
L3,P007552,786
L3,P005910,787
L3,P005079,788
L3,P001144,789
L3,P009467,790
L3,P008996,791
L3,P007557,792
L3,P008965,793
L3,P008322,794
L3,P009542,795
L3,P004536,796
L3,P006750,797
L3,P009780,798
L3,P004635,799
L3,P002380,800
L3,P003184,801
L3,P008477,802
L3,P007839,803
L3,P003129,804
L3,P001814,805
L3,P004495,806
L3,P007806,807
L3,P008831,808
L3,P009198,809
L3,P003200,810
L3,P006539,811
L3,P009263,812
L3,P004705,813
L3,P000960,814
L3,P002598,815
L3,P007218,816
L3,P007795,817
L3,P002618,818
L3,P000512,819
L3,P000382,820
L3,P002631,821
L3,P000390,822
L3,P000580,823
L3,P001383,824
L3,P008874,825
L3,P006456,826
L3,P000825,827
L3,P009636,828
L3,P003268,829
L3,P006762,830
L3,P006633,831
L3,P002186,832
L3,P008816,833
L3,P004783,834
L3,P005341,835
L3,P003162,836
L3,P000312,837
L3,P003895,838
L3,P009400,839
L3,P004024,840
L3,P002374,841
L3,P007957,842
L3,P009913,843
L3,P007907,844
L3,P004557,845
L3,P004486,846
L3,P005246,847
L3,P006079,848
L3,P002836,849
L3,P007416,850
L3,P005187,851
L3,P008710,852
L3,P009868,853
L3,P002605,854
L3,P001464,855
L3,P001339,856
L3,P007941,857
L3,P005050,858
L3,P009366,859
L3,P009691,860
L3,P004221,861
L3,P003835,862
L3,P000020,863
L3,P007287,864
L3,P008495,865
L3,P007046,866
L3,P001238,867
L3,P003543,868
L3,P003987,869
L3,P005355,870
L3,P001451,871
L3,P004696,872
L3,P003731,873
L3,P003101,874
L3,P006811,875
L3,P001617,876
L3,P007587,877
L3,P009375,878
L3,P008945,879
L3,P006702,880
L3,P005021,881
L3,P001111,882
L3,P007253,883
L3,P003209,884
L3,P009241,885
L3,P006037,886
L3,P007110,887
L3,P009930,888
L3,P003206,889
L3,P001661,890
L3,P000821,891
L3,P000667,892
L3,P000594,893
L3,P008339,894
L3,P007604,895
L3,P003667,896
L3,P004672,897
L3,P005625,898
L3,P002250,899
L3,P006238,900
L3,P001064,901
L3,P008180,902
L3,P004787,903
L3,P006869,904
L3,P000847,905
L3,P000415,906
L3,P009070,907
L3,P009064,908
L3,P001791,909
L3,P001457,910
L3,P001349,911
L3,P001562,912
L3,P009117,913
L3,P008004,914
L3,P006764,915
L3,P008647,916
L3,P008116,917
L3,P003721,918
L3,P002699,919
L3,P007217,920
L3,P007670,921
L3,P001494,922
L3,P001501,923
L3,P009215,924
L3,P001213,925
L3,P001419,926
L3,P003977,927
L3,P003349,928
L3,P003473,929
L3,P003700,930
L3,P002772,931
L3,P002021,932
L3,P007891,933
L3,P001427,934
L3,P007786,935
L3,P000304,936
L3,P005170,937
L3,P005678,938
L3,P007725,939
L3,P002382,940
L3,P000387,941
L3,P000505,942
L3,P007930,943
L3,P008559,944
L3,P008320,945
L3,P001837,946
L3,P006889,947
L3,P008774,948
L3,P007922,949
L3,P005787,950
L3,P007982,951
L3,P002200,952
L3,P007220,953
L3,P005868,954
L3,P007420,955
L3,P003229,956
L3,P007252,957
L3,P008519,958
L3,P006273,959
L3,P004088,960
L3,P007493,961
L3,P005399,962
L3,P003550,963
L3,P001789,964
L3,P001002,965
L3,P009348,966
L3,P007321,967
L3,P005623,968
L3,P004634,969
L3,P005024,970
L3,P006617,971
L3,P005630,972
L3,P002755,973
L3,P001491,974
L3,P004326,975
L3,P007509,976
L3,P006851,977
L3,P000226,978
L3,P007119,979
L3,P001717,980
L3,P009713,981
L3,P007747,982
L3,P001505,983
L3,P005157,984
L3,P005857,985
L3,P009199,986
L3,P003464,987
L3,P009395,988
L3,P002270,989
L3,P009091,990
L3,P006877,991
L3,P006984,992
L3,P002081,993
L3,P004859,994
L3,P003369,995
L3,P007122,996
L3,P007335,997
L3,P001622,998
L3,P003337,999
L3,P005352,1000
L3,P007905,1001
L3,P007424,1002
L3,P000379,1003
L3,P000883,1004
L3,P008038,1005
L3,P002730,1006
L3,P001879,1007
L3,P007777,1008
L3,P000898,1009
L3,P007816,1010
L3,P007864,1011
L3,P004838,1012
L3,P003427,1013
L3,P006393,1014
L3,P009254,1015
L3,P002735,1016
L3,P006005,1017
L3,P008891,1018
L3,P001176,1019
L3,P007241,1020
L3,P000422,1021
L3,P008767,1022
L3,P006316,1023
L3,P004505,1024
L3,P000296,1025
L3,P003286,1026
L3,P006146,1027
L3,P000834,1028
L3,P002688,1029
L3,P009641,1030
L3,P007800,1031
L3,P008556,1032
L3,P004011,1033
L3,P000789,1034
L3,P005380,1035
L3,P008532,1036
L3,P005406,1037
L3,P002854,1038
L3,P007998,1039
L3,P009418,1040
L3,P007525,1041
L3,P009750,1042
L3,P001069,1043
L3,P002018,1044
L3,P008703,1045
L3,P005594,1046
L3,P004372,1047
L3,P004245,1048
L3,P000635,1049
L3,P007462,1050
L3,P004055,1051
L3,P002113,1052
L3,P002664,1053
L3,P002524,1054
L3,P007734,1055
L3,P001641,1056
L3,P003814,1057
L3,P000207,1058
L3,P004592,1059
L3,P000016,1060
L3,P005654,1061
L3,P004260,1062
L3,P006489,1063
L3,P000688,1064
L3,P006184,1065
L3,P001417,1066
L3,P004357,1067
L3,P007903,1068
L3,P001346,1069
L3,P002012,1070
L3,P005047,1071
L3,P002800,1072
L3,P008358,1073
L3,P008061,1074
L3,P009762,1075
L3,P000958,1076
L3,P003421,1077
L3,P008341,1078
L3,P000095,1079
L3,P008449,1080
L3,P008325,1081
L3,P002881,1082
L3,P001047,1083
L3,P003718,1084
L3,P001750,1085
L3,P004219,1086
L3,P002379,1087
L3,P002957,1088
L3,P001992,1089
L3,P009151,1090
L3,P005447,1091
L3,P004209,1092
L3,P001627,1093
L3,P007351,1094
L3,P005505,1095
L3,P003642,1096
L3,P005280,1097
L3,P008528,1098
L3,P000431,1099
L3,P001971,1100
L3,P002785,1101
L3,P005732,1102
L3,P004150,1103
L3,P008593,1104
L3,P000246,1105
L3,P006372,1106
L3,P002305,1107
L3,P009710,1108
L3,P001730,1109
L3,P004925,1110
L3,P006420,1111
L3,P000697,1112
L3,P008957,1113
L3,P001503,1114
L3,P005926,1115
L3,P008844,1116
L3,P004439,1117
L3,P008683,1118
L3,P000068,1119
L3,P003547,1120
L3,P009277,1121
L3,P000586,1122
L3,P005405,1123
L3,P008075,1124
L3,P000130,1125
L3,P000873,1126
L3,P007628,1127
L3,P001299,1128
L3,P009577,1129
L3,P002339,1130
L3,P002396,1131
L3,P004506,1132
L3,P009495,1133
L3,P005749,1134
L3,P007022,1135
L3,P008426,1136
L3,P009673,1137
L3,P002534,1138
L3,P004621,1139
L3,P002547,1140
L3,P009668,1141
L3,P002415,1142
L3,P007248,1143
L3,P005190,1144
L3,P005764,1145
L3,P005649,1146
L3,P006801,1147
L3,P001993,1148
L3,P005234,1149
L3,P005816,1150
L3,P002856,1151
L3,P000543,1152
L3,P005781,1153
L3,P007065,1154
L3,P009652,1155
L3,P004865,1156
L3,P004401,1157
L3,P004239,1158
L3,P004736,1159
L3,P009406,1160
L3,P003875,1161
L3,P001588,1162
L3,P004367,1163
L3,P003403,1164
L3,P001091,1165
L3,P005212,1166
L3,P009683,1167
L3,P004079,1168
L3,P005573,1169
L3,P008986,1170
L3,P000597,1171
L3,P009539,1172
L3,P002773,1173
L3,P009782,1174
L3,P003707,1175
L3,P008691,1176
L3,P008228,1177
L3,P006884,1178
L3,P005491,1179
L3,P002470,1180
L3,P000996,1181
L3,P004904,1182
L3,P005043,1183
L3,P001162,1184
L3,P002446,1185
L3,P006375,1186
L3,P006429,1187
L3,P000998,1188
L3,P007128,1189
L3,P006675,1190
L3,P004138,1191
L3,P004622,1192
L3,P008841,1193
L3,P009061,1194
L3,P002679,1195
L3,P004016,1196
L3,P004769,1197
L3,P007696,1198
L3,P009533,1199
L3,P009320,1200
L4,P003627,1
L4,P004325,2
L4,P006980,3
L4,P002814,4
L4,P006121,5
L4,P000461,6
L4,P007136,7
L4,P008279,8
L4,P002143,9
L4,P003212,10
L4,P001984,11
L4,P005736,12
L4,P008893,13
L4,P004466,14
L4,P006701,15
L4,P009381,16
L4,P003659,17
L4,P002367,18
L4,P000823,19
L4,P002709,20
L4,P002670,21
L4,P005435,22
L4,P003264,23
L4,P002697,24
L4,P002155,25
L4,P009951,26
L4,P004445,27
L4,P009757,28
L4,P006861,29
L4,P001626,30
L4,P001655,31
L4,P007428,32
L4,P001473,33
L4,P005466,34
L4,P006779,35
L4,P005866,36
L4,P000876,37
L4,P003658,38
L4,P003937,39
L4,P007775,40
L4,P007175,41
L4,P002161,42
L4,P006084,43
L4,P006880,44
L4,P007435,45
L4,P003741,46
L4,P001306,47
L4,P006329,48
L4,P006378,49
L4,P008852,50
L4,P006629,51
L4,P009146,52
L4,P007860,53
L4,P001237,54
L4,P007450,55
L4,P009445,56
L4,P000302,57
L4,P005174,58
L4,P003299,59
L4,P005276,60
L4,P002980,61
L4,P006604,62
L4,P005430,63
L4,P004739,64
L4,P003130,65
L4,P003650,66
L4,P004017,67
L4,P006010,68
L4,P007115,69
L4,P001826,70
L4,P009637,71
L4,P007524,72
L4,P000547,73
L4,P002519,74
L4,P007412,75
L4,P005955,76
L4,P004543,77
L4,P003538,78
L4,P003930,79
L4,P006464,80
L4,P009011,81
L4,P005626,82
L4,P001697,83
L4,P009629,84
L4,P004826,85
L4,P007741,86
L4,P006902,87
L4,P007780,88
L4,P002668,89
L4,P008651,90
L4,P005978,91
L4,P002712,92
L4,P005013,93
L4,P006271,94
L4,P002795,95
L4,P003533,96
L4,P007531,97
L4,P000462,98
L4,P009921,99
L4,P000491,100
L4,P005125,101
L4,P006627,102
L4,P009387,103
L4,P001989,104
L4,P007306,105
L4,P004434,106
L4,P009050,107
L4,P003556,108
L4,P004773,109
L4,P004575,110
L4,P003442,111
L4,P009103,112
L4,P004112,113
L4,P001896,114
L4,P007384,115
L4,P002621,116
L4,P000900,117
L4,P003511,118
L4,P002530,119
L4,P004856,120
L4,P001579,121
L4,P000964,122
L4,P000442,123
L4,P006191,124
L4,P009466,125
L4,P001480,126
L4,P004238,127
L4,P006958,128
L4,P002940,129
L4,P005407,130
L4,P008333,131
L4,P004181,132
L4,P002141,133
L4,P000019,134
L4,P001326,135
L4,P005831,136
L4,P005740,137
L4,P004422,138
L4,P001550,139
L4,P009489,140
L4,P003428,141
L4,P007208,142
L4,P009795,143
L4,P005497,144
L4,P004793,145
L4,P009703,146
L4,P009954,147
L4,P000138,148
L4,P008584,149
L4,P005946,150
L4,P002816,151
L4,P007434,152
L4,P003389,153
L4,P005474,154
L4,P008802,155
L4,P000333,156
L4,P004990,157
L4,P004010,158
L4,P005189,159
L4,P006667,160
L4,P003214,161
L4,P004153,162
L4,P003294,163
L4,P004924,164
L4,P007547,165
L4,P006065,166
L4,P002579,167
L4,P005565,168
L4,P001186,169
L4,P005051,170
L4,P009216,171
L4,P005829,172
L4,P002885,173
L4,P002210,174
L4,P000241,175
L4,P004574,176
L4,P001370,177
L4,P004585,178
L4,P007878,179
L4,P001619,180
L4,P009066,181
L4,P002359,182
L4,P006898,183
L4,P006186,184
L4,P008124,185
L4,P004909,186
L4,P009160,187
L4,P001930,188
L4,P005886,189
L4,P003419,190
L4,P000625,191
L4,P001595,192
L4,P004968,193
L4,P003958,194
L4,P002102,195
L4,P009049,196
L4,P003929,197
L4,P005461,198
L4,P006474,199
L4,P000623,200
L4,P003927,201
L4,P007936,202
L4,P003816,203
L4,P001980,204
L4,P005198,205
L4,P005325,206
L4,P007673,207
L4,P006512,208
L4,P004250,209
L4,P008020,210
L4,P005905,211
L4,P008659,212
L4,P002815,213
L4,P009971,214
L4,P004577,215
L4,P002439,216
L4,P009918,217
L4,P004639,218
L4,P001437,219
L4,P000146,220
L4,P003248,221
L4,P006305,222
L4,P001948,223
L4,P000678,224
L4,P006563,225
L4,P000549,226
L4,P001266,227
L4,P002778,228
L4,P001966,229
L4,P008256,230
L4,P009574,231
L4,P005984,232
L4,P001553,233
L4,P001119,234
L4,P000916,235
L4,P006756,236
L4,P007069,237
L4,P009305,238
L4,P003254,239
L4,P001839,240
L4,P003609,241
L4,P005271,242
L4,P004330,243
L4,P002756,244
L4,P008103,245
L4,P005531,246
L4,P006673,247
L4,P003181,248
L4,P002471,249
L4,P002225,250
L4,P008313,251
L4,P007209,252
L4,P008832,253
L4,P009623,254
L4,P000094,255
L4,P004806,256
L4,P004897,257
L4,P007995,258
L4,P009684,259
L4,P007088,260
L4,P004697,261
L4,P008005,262
L4,P000126,263
L4,P005633,264
L4,P005173,265
L4,P005403,266
L4,P000747,267
L4,P000495,268
L4,P002385,269
L4,P006001,270
L4,P007038,271
L4,P002744,272
L4,P007282,273
L4,P002280,274
L4,P001286,275
L4,P006495,276
L4,P006871,277
L4,P005735,278
L4,P009564,279
L4,P009379,280
L4,P003199,281
L4,P000162,282
L4,P008743,283
L4,P005042,284
L4,P003881,285
L4,P001290,286
L4,P007632,287
L4,P008275,288
L4,P007685,289
L4,P000423,290
L4,P000087,291
L4,P005114,292
L4,P002440,293
L4,P007234,294
L4,P005254,295
L4,P004771,296
L4,P002629,297
L4,P001303,298
L4,P000295,299
L4,P005432,300
L4,P006901,301
L4,P007870,302
L4,P003898,303
L4,P003348,304
L4,P005602,305
L4,P008073,306
L4,P006564,307
L4,P003359,308
L4,P005036,309
L4,P005194,310
L4,P001968,311
L4,P009986,312
L4,P003592,313
L4,P007168,314
L4,P006612,315
L4,P005460,316
L4,P005907,317
L4,P009196,318
L4,P000377,319
L4,P000630,320
L4,P000631,321
L4,P006532,322
L4,P008940,323
L4,P006799,324
L4,P009694,325
L4,P002552,326
L4,P009853,327
L4,P005776,328
L4,P004453,329
L4,P001873,330
L4,P000156,331
L4,P004338,332
L4,P006661,333
L4,P000475,334
L4,P009392,335
L4,P005876,336
L4,P003408,337
L4,P007446,338
L4,P000807,339
L4,P006541,340
L4,P002941,341
L4,P003305,342
L4,P003651,343
L4,P001915,344
L4,P006397,345
L4,P009149,346
L4,P004000,347
L4,P000158,348
L4,P000319,349
L4,P001100,350
L4,P003142,351
L4,P003432,352
L4,P008689,353
L4,P002926,354
L4,P006458,355
L4,P009805,356
L4,P002637,357
L4,P009374,358
L4,P004040,359
L4,P004855,360
L4,P009937,361
L4,P009455,362
L4,P005918,363
L4,P005662,364
L4,P009892,365
L4,P005232,366
L4,P003434,367
L4,P007025,368
L4,P008323,369
L4,P002499,370
L4,P005150,371
L4,P001694,372
L4,P008350,373
L4,P001817,374
L4,P006376,375
L4,P003207,376
L4,P008417,377
L4,P001620,378
L4,P008594,379
L4,P008756,380
L4,P001168,381
L4,P007718,382
L4,P009503,383
L4,P003501,384
L4,P004155,385
L4,P009556,386
L4,P002172,387
L4,P005328,388
L4,P006966,389
L4,P006383,390
L4,P001059,391
L4,P000311,392
L4,P002255,393
L4,P009724,394
L4,P007732,395
L4,P006526,396
L4,P008667,397
L4,P004334,398
L4,P007286,399
L4,P003430,400
L4,P007605,401
L4,P000830,402
L4,P006947,403
L4,P006559,404
L4,P004716,405
L4,P009989,406
L4,P004208,407
L4,P005632,408
L4,P007440,409
L4,P000055,410
L4,P006472,411
L4,P003126,412
L4,P005085,413
L4,P002504,414
L4,P001462,415
L4,P007784,416
L4,P007809,417
L4,P001239,418
L4,P005238,419
L4,P000392,420
L4,P001400,421
L4,P004753,422
L4,P002105,423
L4,P000809,424
L4,P000977,425
L4,P005560,426
L4,P000533,427
L4,P008427,428
L4,P009763,429
L4,P006018,430
L4,P003007,431
L4,P003355,432
L4,P006274,433
L4,P002184,434
L4,P000267,435
L4,P009291,436
L4,P004289,437
L4,P009261,438
L4,P001916,439
L4,P009894,440
L4,P007077,441
L4,P009468,442
L4,P002311,443
L4,P009397,444
L4,P006962,445
L4,P009426,446
L4,P007915,447
L4,P005500,448
L4,P005116,449
L4,P004637,450
L4,P004073,451
L4,P008283,452
L4,P009421,453
L4,P009646,454
L4,P001552,455
L4,P001146,456
L4,P000999,457
L4,P002240,458
L4,P009045,459
L4,P009409,460
L4,P002317,461
L4,P002447,462
L4,P008646,463
L4,P006908,464
L4,P005479,465
L4,P000171,466
L4,P007480,467
L4,P002237,468
L4,P002536,469
L4,P004796,470
L4,P003850,471
L4,P008282,472
L4,P006177,473
L4,P002680,474
L4,P001609,475
L4,P008625,476
L4,P008848,477
L4,P005331,478
L4,P000862,479
L4,P006600,480
L4,P008233,481
L4,P004410,482
L4,P001246,483
L4,P002824,484
L4,P001821,485
L4,P001203,486
L4,P000599,487
L4,P005580,488
L4,P002599,489
L4,P000328,490
L4,P000735,491
L4,P004464,492
L4,P009173,493
L4,P003071,494
L4,P009859,495
L4,P000496,496
L4,P001402,497
L4,P008989,498
L4,P009956,499
L4,P009403,500
L4,P005322,501
L4,P008991,502
L4,P007423,503
L4,P000332,504
L4,P009289,505
L4,P007238,506
L4,P000029,507
L4,P000987,508
L4,P006471,509
L4,P006706,510
L4,P002392,511
L4,P007721,512
L4,P005525,513
L4,P002862,514
L4,P003306,515
L4,P003919,516
L4,P000855,517
L4,P002947,518
L4,P005547,519
L4,P009471,520
L4,P006115,521
L4,P006499,522
L4,P005439,523
L4,P009557,524
L4,P007199,525
L4,P002986,526
L4,P002651,527
L4,P007214,528
L4,P009278,529
L4,P009078,530
L4,P009555,531
L4,P001889,532
L4,P003493,533
L4,P002964,534
L4,P008526,535
L4,P002112,536
L4,P004997,537
L4,P005482,538
L4,P003115,539
L4,P003687,540
L4,P006133,541
L4,P006246,542
L4,P000978,543
L4,P000065,544
L4,P004483,545
L4,P005702,546
L4,P007116,547
L4,P004877,548
L4,P007198,549
L4,P001261,550
L4,P009991,551
L4,P008441,552
L4,P002758,553
L4,P002298,554
L4,P003086,555
L4,P003304,556
L4,P004890,557
L4,P007427,558
L4,P008771,559
L4,P004003,560
L4,P006437,561
L4,P005644,562
L4,P002156,563
L4,P008993,564
L4,P009085,565
L4,P009664,566
L4,P009184,567
L4,P008845,568
L4,P001612,569
L4,P008679,570
L4,P001270,571
L4,P008930,572
L4,P003607,573
L4,P005723,574
L4,P001364,575
L4,P002146,576
L4,P000191,577
L4,P005262,578
L4,P005206,579
L4,P009142,580
L4,P006242,581
L4,P004136,582
L4,P007243,583
L4,P006872,584
L4,P008658,585
L4,P007045,586
L4,P006107,587
L4,P002437,588
L4,P002173,589
L4,P009282,590
L4,P009086,591
L4,P006452,592
L4,P005160,593
L4,P001450,594
L4,P007312,595
L4,P005412,596
L4,P007761,597
L4,P008977,598
L4,P007430,599
L4,P007317,600
L4,P001807,601
L4,P006350,602
L4,P007471,603
L4,P004744,604
L4,P005603,605
L4,P009063,606
L4,P000424,607
L4,P003709,608
L4,P003806,609
L4,P004393,610
L4,P001653,611
L4,P005219,612
L4,P003678,613
L4,P000408,614
L4,P002472,615
L4,P008178,616
L4,P003372,617
L4,P008465,618
L4,P009945,619
L4,P000417,620
L4,P006277,621
L4,P003631,622
L4,P008132,623
L4,P005464,624
L4,P007460,625
L4,P004105,626
L4,P004253,627
L4,P003702,628
L4,P009844,629
L4,P002055,630
L4,P008360,631
L4,P002684,632
L4,P000278,633
L4,P000531,634
L4,P002111,635
L4,P002383,636
L4,P001654,637
L4,P009292,638
L4,P006751,639
L4,P006314,640
L4,P001096,641
L4,P002748,642
L4,P008709,643
L4,P000023,644
L4,P004123,645
L4,P006603,646
L4,P003346,647
L4,P007373,648
L4,P000339,649
L4,P006680,650
L4,P009544,651
L4,P005275,652
L4,P008795,653
L4,P009594,654
L4,P009754,655
L4,P003562,656
L4,P006555,657
L4,P004211,658
L4,P000388,659
L4,P002902,660
L4,P002724,661
L4,P006170,662
L4,P000243,663
L4,P007554,664
L4,P004303,665
L4,P006577,666
L4,P002170,667
L4,P004891,668
L4,P008062,669
L4,P008414,670
L4,P008521,671
L4,P008610,672
L4,P002797,673
L4,P003474,674
L4,P001001,675
L4,P007817,676
L4,P007328,677
L4,P003648,678
L4,P006071,679
L4,P008492,680
L4,P002407,681
L4,P008324,682
L4,P000519,683
L4,P008699,684
L4,P005133,685
L4,P003257,686
L4,P006447,687
L4,P004537,688
L4,P000121,689
L4,P000342,690
L4,P007174,691
L4,P007715,692
L4,P006438,693
L4,P000501,694
L4,P006345,695
L4,P006856,696
L4,P006724,697
L4,P006672,698
L4,P004751,699
L4,P001251,700
L4,P006846,701
L4,P002043,702
L4,P004558,703
L4,P004257,704
L4,P009004,705
L4,P001881,706
L4,P009749,707
L4,P004497,708
L4,P006198,709
L4,P009915,710
L4,P002545,711
L4,P007731,712
L4,P001062,713
L4,P004560,714
L4,P004057,715
L4,P008259,716
L4,P003336,717
L4,P009072,718
L4,P005181,719
L4,P006264,720
L4,P001335,721
L4,P007082,722
L4,P002903,723
L4,P008486,724
L4,P000223,725
L4,P008505,726
L4,P001999,727
L4,P006507,728
L4,P009848,729
L4,P006321,730
L4,P003375,731
L4,P006858,732
L4,P008735,733
L4,P003258,734
L4,P001184,735
L4,P004364,736
L4,P007177,737
L4,P008605,738
L4,P009055,739
L4,P007822,740
L4,P008432,741
L4,P005716,742
L4,P003672,743
L4,P009603,744
L4,P009439,745
L4,P008330,746
L4,P005972,747
L4,P001350,748
L4,P004709,749
L4,P002192,750
L4,P008355,751
L4,P007854,752
L4,P006561,753
L4,P006802,754
L4,P008203,755
L4,P007079,756
L4,P006094,757
L4,P006718,758
L4,P005419,759
L4,P002097,760
L4,P001700,761
L4,P000098,762
L4,P006999,763
L4,P003120,764
L4,P008654,765
L4,P005471,766
L4,P005766,767
L4,P009644,768
L4,P005875,769
L4,P006839,770
L4,P005023,771
L4,P001615,772
L4,P000041,773
L4,P003099,774
L4,P002322,775
L4,P008511,776
L4,P007981,777
L4,P002297,778
L4,P006213,779
L4,P009721,780
L4,P003713,781
L4,P009448,782
L4,P005415,783
L4,P005264,784
L4,P006775,785
L4,P000144,786
L4,P007151,787
L4,P001380,788
L4,P007339,789
L4,P002061,790
L4,P004296,791
L4,P003136,792
L4,P002480,793
L4,P001164,794
L4,P007378,795
L4,P001161,796
L4,P001861,797
L4,P005359,798
L4,P005005,799
L4,P004370,800
L4,P006243,801
L4,P005901,802
L4,P002837,803
L4,P006682,804
L4,P004861,805
L4,P005935,806
L4,P002950,807
L4,P003725,808
L4,P003602,809
L4,P003992,810
L4,P006852,811
L4,P000150,812
L4,P002393,813
L4,P006663,814
L4,P005099,815
L4,P008726,816
L4,P000593,817
L4,P005711,818
L4,P005115,819
L4,P002577,820
L4,P006152,821
L4,P003664,822
L4,P007021,823
L4,P009027,824
L4,P007657,825
L4,P002546,826
L4,P003509,827
L4,P004887,828
L4,P002872,829
L4,P007513,830
L4,P006138,831
L4,P000600,832
L4,P001586,833
L4,P006719,834
L4,P000434,835
L4,P003033,836
L4,P003195,837
L4,P001308,838
L4,P000233,839
L4,P004327,840
L4,P001170,841
L4,P004713,842
L4,P009907,843
L4,P009884,844
L4,P000141,845
L4,P002826,846
L4,P000728,847
L4,P002159,848
L4,P002961,849
L4,P005539,850
L4,P003854,851
L4,P008400,852
L4,P008578,853
L4,P005554,854
L4,P007410,855
L4,P000432,856
L4,P000714,857
L4,P008013,858
L4,P001401,859
L4,P003418,860
L4,P007474,861
L4,P004735,862
L4,P000341,863
L4,P001810,864
L4,P002813,865
L4,P008036,866
L4,P005532,867
L4,P007415,868
L4,P003554,869
L4,P004048,870
L4,P009096,871
L4,P003756,872
L4,P003313,873
L4,P009284,874
L4,P004919,875
L4,P005146,876
L4,P000140,877
L4,P005063,878
L4,P002187,879
L4,P006645,880
L4,P007874,881
L4,P004781,882
L4,P006492,883
L4,P006766,884
L4,P002572,885
L4,P006254,886
L4,P002729,887
L4,P008707,888
L4,P007669,889
L4,P006983,890
L4,P005897,891
L4,P004650,892
L4,P008056,893
L4,P009107,894
L4,P008623,895
L4,P008545,896
L4,P007000,897
L4,P000989,898
L4,P000450,899
L4,P000476,900
L4,P007853,901
L4,P007087,902
L4,P002622,903
L4,P004809,904
L4,P008788,905
L4,P008510,906
L4,P001958,907
L4,P005452,908
L4,P007181,909
L4,P006518,910
L4,P004066,911
L4,P009747,912
L4,P005567,913
L4,P005016,914
L4,P001852,915
L4,P000054,916
L4,P000636,917
L4,P000981,918
L4,P005323,919
L4,P008347,920
L4,P007278,921
L4,P000067,922
L4,P002549,923
L4,P008550,924
L4,P009462,925
L4,P009753,926
L4,P001399,927
L4,P002203,928
L4,P003054,929
L4,P005686,930
L4,P001211,931
L4,P008239,932
L4,P002384,933
L4,P001746,934
L4,P000013,935
L4,P003361,936
L4,P005751,937
L4,P003409,938
L4,P004554,939
L4,P008066,940
L4,P007105,941
L4,P006428,942
L4,P001207,943
L4,P004514,944
L4,P000409,945
L4,P008803,946
L4,P005720,947
L4,P008154,948
L4,P008111,949
L4,P000313,950
L4,P005096,951
L4,P008866,952
L4,P007361,953
L4,P004302,954
L4,P000337,955
L4,P005015,956
L4,P000633,957
L4,P008295,958
L4,P006989,959
L4,P009617,960
L4,P003805,961
L4,P000439,962
L4,P003414,963
L4,P008583,964
L4,P002093,965
L4,P001052,966
L4,P002436,967
L4,P004485,968
L4,P009026,969
L4,P006487,970
L4,P005203,971
L4,P008882,972
L4,P006549,973
L4,P003974,974
L4,P009960,975
L4,P005851,976
L4,P007641,977
L4,P007678,978
L4,P001067,979
L4,P004938,980
L4,P004673,981
L4,P005233,982
L4,P009088,983
L4,P001083,984
L4,P005285,985
L4,P005892,986
L4,P005268,987
L4,P009386,988
L4,P006975,989
L4,P007646,990
L4,P006531,991
